241.207947,53.887051,0
241.207947,53.887051,0
227.25148,29.457354,0
218.595032,-1.287183,0
217.440628,-34.590191,0
223.908554,-66.949997,0
236.027191,-92.906403,0
254.321732,-116.550034,0
277.291107,-136.112946,0
309.850372,-152.474701,0
314.705963,-151.520905,0
318.431885,-138.203049,0
312.130371,-125.959511,0
276.348114,-84.26226,0
268.566833,-64.628906,0
268.98468,-44.593376,0
277.366211,-27.157288,0
293.828247,-14.606966,0
308.833313,-10.635207,0
315.257477,-12.508699,0
301.60318,-21.930424,0
295.418579,-35.37281,0
297.076416,-53.894375,0
308.445435,-68.813927,0
331.821716,-82.174362,0
390.605255,-106.796295,0
406.31781,-121.558609,0
409.60022,-136.161285,0
404.531677,-148.682404,0
421.696014,-140.351761,0
430.51181,-126.365097,0
432.329407,-105.264679,0
427.258972,-88.375969,0
410.326935,-70.193245,0
356.074432,-32.467922,0
341.745789,-13.45,0
335.969238,7.314082,0
337.884888,27.899311,0
345.902161,42.647186,0
364.976715,56.662666,0
386.279419,60.945751,0
400.655914,57.423027,0
409.131439,48.814705,0
391.916595,50.470936,0
377.119446,43.434235,0
369.293518,30.35606,0
369.883118,15.080729,0
375.50415,4.089521,0
391.831848,-5.294574,0
441.292969,-17.745062,0
451.87027,-27.878496,0
457.912292,-35.68084,0
476.835663,-27.789944,0
474.565094,-21.332733,0
467.930298,-14.135931,0
470.771881,-9.864997,0
473.811951,-15.531544,0
486.239655,-21.063524,0
489.409241,-13.385544,0
393.819489,96.669952,0
404.612183,107.67617,0
420.25,111.743889,0
398.777191,115.670013,0
368.833221,113.191269,0
336.825043,99.061615,0
307.039398,75.220299,0
286.778931,54.72393,0
301.959778,83.682045,0
322.907471,103.367508,0
334.985321,111.009026,0
310.799805,105.835182,0
284.374939,93.350075,0
260.68512,75.636223,0
241.207947,53.887051,0
241.207947,53.887051,0
